name,runtime
1,38480.96118524006
2,458.3315738889999
3,10567.914368859005
4,133.361106326
6,6.041545084
7,1185.2589495419995
8,1915.789417937
9,1172.2243688980002
10,2117.9268567080003
5,255850.70251984335
