name,runtime
9,3088.143777887
2,7233.524989212
6,7823.832564869
3,15075.067116567
4,50001.852357267
5,69093.784636893
7,94703.465985485
10,102925.880106278
8,122608.328091661
1,518400.01,598481.265403951
2,7233.524989212
3,15075.067116567
4,50001.852357267
5,69093.784636893
6,7823.832564869
7,94703.465985485
8,122608.328091661
9,3088.143777887
10,102925.880106278
