name,runtime
1,23345.150016512
2,4.408507522613248e7
3,50393.235879936
4,21951.711711232
5,288649.054887936
6,99402.224418816
7,114.64483634
8,4.285053257121792e6
9,848.03621456
10,671646.319476736
