name,ds,total_tc,num_branch,runtime
7,1,45.304694489769545,2,26.403329402
7,2,44.96357124726794,5,144.016361487
7,3,45.010009486001586,5,116.037261373
7,4,45.42431162794777,21,305.57399362
7,5,45.400406413201175,55,505.140091246
