name,runtime
1,1.1701321398080052e16
2,4.261170477019491e18
3,7.610319968425818e14
4,1.623051955313698e14
5,4.185121016210923e18
6,2.5040437077868734e14
7,2.081011081515117e11
8,2.0054700851686605e13
9,3.300552868530577e13
10,8.384309167577031e11
