name,original_sc,total_tc,num_branch,runtime
1,29.0,40.58256614027323,1,1.975361474
2,29.0,42.49629298973447,1,0.383212559
3,24.0,34.52564323011258,1,0.346146059
4,29.0,41.85239401169344,1,0.25075254
5,27.0,38.847562988900094,1,0.244608529
6,22.0,30.96190174232601,1,0.300769293
7,21.0,30.205759422153843,1,0.309620944
8,31.0,45.10520136469767,1,0.25211282
9,24.0,34.51417722968978,1,0.349064852
10,32.0,46.32596771949688,2,35.175654592
