name,original_sc,total_tc,nslice,runtime
1,44.0,66.20965606317904,21,61.006329789
2,44.0,75.65041025883221,29,66.949924864
3,43.0,61.1634548154735,16,57.56729111
4,47.0,71.2974652778751,24,76.38397765
5,45.0,77.70544513901737,32,75.64854067
6,41.0,71.34062639560008,24,58.103850306
7,46.0,72.69758605520741,27,77.042603437
8,43.0,70.2109234736771,24,63.849802131
9,46.0,82.33194087603194,35,95.533980006
10,43.0,73.09131280441318,26,69.185128076
