name,original_sc,total_tc,num_branch,runtime
2,34.0,49.437116842678016,10,128.253841947
3,33.0,43.20517137814788,2,20.814884581
4,36.0,49.87558754882968,17,205.436483187
5,35.0,50.76363239447938,37,261.373026768
7,32.0,45.28996520636442,2,24.411191302
9,34.0,48.72857855613434,6,99.14293917
10,33.0,46.03966631346796,4,48.845690933
