id,r,sc,tc,nv,ne,has_code
1,60.0,31.0,45.25908062359253,3544,6914,true
2,62.0,31.0,45.25377062996834,3542,6910,true
3,48.0,31.0,46.20925367412995,3550,6927,true
4,64.5,31.0,44.688261269992935,3543,6919,true
5,69.5,31.0,44.14192678627258,3539,6908,true
