name,nodes
1,7
2,1
3,1
4,1
5,217
6,1
7,8
8,1
9,1
10,1
11,1
12,1
13,1
14,1
15,1
16,11
17,1
18,1
19,1
20,6
21,1
22,1
23,1
24,24
25,1
26,9
27,1
28,1
29,1
30,1
31,1
32,1
33,3
34,1
35,9
36,107
37,1
38,1
39,1
40,1
41,2
42,19
43,1
44,43
45,1
46,2
47,1
48,1
49,1
50,16
