name,sc,tc,rwc
1,60.0,88.18990428652354,64.6898485471535
2,60.0,85.70410760475475,63.9075559086156
3,62.0,84.39448250301662,64.45254640465805
4,53.0,79.09379358040667,57.415272893133356
5,60.0,88.02244484711592,64.61503247972024
6,59.0,85.08779544701312,61.831839345856125
7,57.0,84.0459118728911,61.595518239479716
8,58.0,83.2589423691488,62.31634933342311
9,65.0,91.0452604884826,67.20245325668188
10,60.0,88.61524482497875,64.01281796013407
