name,sc,tc,rwc
1,31.0,44.25510838240563,34.99029191770135
2,30.0,42.617209546510566,33.28727426482879
3,32.0,45.147805349723896,35.610033367581735
4,32.0,43.9099540291227,34.58469928195235
5,33.0,46.23596143945149,37.04351970293454
6,35.0,48.40831615523747,38.156668106075735
7,31.0,42.306187080298706,34.12426033684543
8,34.0,48.60198394698454,38.047772749208264
9,31.0,46.06602750998213,34.66619238289067
10,34.0,45.91208716327132,38.21747107354952
