name,sc,tc,rwc
1,52.0,76.09804672209329,54.53951614132554
2,52.0,73.6321670783316,56.11588706821066
3,54.0,76.1879766378319,56.92435388143576
4,49.0,69.2257703079748,52.15333893645218
5,55.0,81.61501067615902,59.88747291371363
6,51.0,72.59672503935172,52.954150515495826
7,49.0,66.62719183367479,52.48117955800221
8,46.0,65.64455643479954,49.89965746644685
9,48.0,70.59317177495753,52.65681839101066
10,55.0,76.01414059814029,57.71132759935844
