name,sc,tc,rwc
1,20.0,28.22702539794887,24.822400107698083
2,22.0,31.555624040794132,26.106682119421198
3,24.0,34.539513640724564,28.4484287703247
4,21.0,30.657252730478568,25.80218049879956
5,21.0,30.382564930322165,25.846719833704647
6,23.0,32.772855088564405,27.745591093617442
7,25.0,35.69967268063274,28.350029574911513
8,23.0,32.42174399039129,26.78946196781686
9,23.0,32.196461621213714,26.56732413576535
10,22.0,30.229903392253295,26.270061890227016
