name,sc,tc,rwc
1,44.0,61.09062197029193,47.44296858764616
2,44.0,62.05958219751517,48.13113467908905
3,43.0,60.372668356257165,46.008998449100076
4,47.0,66.59122277713118,50.98009003523307
5,45.0,65.32807730126697,49.99014169515417
6,41.0,59.66358212967977,44.75662710470513
7,46.0,63.586205266503256,49.25172175880492
8,43.0,61.812061982723876,47.6511479609763
9,46.0,67.23485559283654,49.25976495666538
10,43.0,64.26948552749758,46.70855024021954
