name,sc,tc,rwc
1,29.0,41.49757139142708,32.7005753541923
2,32.0,43.51169898284641,35.60956253719646
3,25.0,36.455458586958436,29.680923047016766
4,28.0,38.90962304472043,32.11840598032824
5,28.0,38.3069116338037,30.235887133622793
6,28.0,39.23758298594472,32.542275432504155
7,28.0,41.24236999438286,32.72228073925484
8,28.0,38.82784298497437,32.57490424746561
9,26.0,37.201617097868066,30.657623762193126
10,31.0,40.80167030296552,33.66460011752964
