id,r,sc,tc,nv,ne,has_code
1,47.5,31.0,45.50204596560316,3549,6919,true
2,43.5,31.0,45.563846319213816,3551,6921,true
3,69.0,31.0,44.67206409217412,3540,6907,true
4,67.5,31.0,44.66490699245747,3541,6910,true
