id,count,time
1,3,29.989492177963257
2,1,37.20019316673279
3,2,32.54013514518738
4,1,34.88307809829712
5,2,31.314517974853516
6,2,36.86401414871216
7,1,28.067179918289185
8,8,34.536701917648315
9,8,21.197799921035767
10,1,28.844398021697998
11,2,35.60676884651184
12,1,40.08982300758362
13,12,37.50500702857971
14,9,35.97542214393616
15,3,25.204822063446045
16,1,30.52798104286194
17,2,39.4513521194458
18,2,37.49591016769409
19,51,39.76587200164795
20,6,39.80727005004883
21,3,33.380654096603394
22,1,29.959843158721924
23,2,24.378835201263428
24,2,37.18533897399902
25,2,33.646909952163696
26,7,39.50542402267456
27,2,37.16752910614014
28,31,40.71328520774841
29,1,27.3284809589386
30,3,36.00508117675781
31,2,39.14779806137085
32,42,41.34695792198181
33,6,40.71931481361389
34,8,37.52283811569214
35,3,21.432247161865234
36,1,35.218300104141235
37,13,25.981120109558105
38,1,36.86514186859131
39,1,25.189528942108154
40,1,19.400543928146362
41,2,35.22533988952637
42,9,29.231791019439697
43,1,33.91907501220703
44,1,32.53102707862854
45,1,38.833062171936035
46,2,30.95364999771118
47,36,39.7893750667572
48,2,39.4893639087677
49,1,28.840038061141968
50,1,22.982803106307983
