id,count,time
1,2,136.85033988952637
2,59,191.74298691749573
3,8,171.29655194282532
4,4,178.74300909042358
5,1,120.07171988487244
6,2,190.76823687553406
7,24,136.83785390853882
8,1,184.63106894493103
9,2,180.32110905647278
10,3,157.31690001487732
11,4,122.27028203010559
12,3,145.16485404968262
13,202,203.38978099822998
14,4,190.80804204940796
15,1,164.80829501152039
16,9,176.73194098472595
17,15,180.91993498802185
18,1,172.7899329662323
19,12,164.82699704170227
20,1203,221.1641731262207
21,678,203.0516459941864
22,12,187.4657061100006
23,2,120.10244417190552
24,2,176.75002193450928
25,40,151.85599899291992
26,16,196.83266496658325
27,1,130.12562489509583
28,8,185.3793568611145
29,3,116.34531617164612
30,24,185.74881601333618
31,6,141.16063499450684
32,4,150.4511001110077
33,1,138.90045189857483
34,2,138.34924602508545
35,32,188.5920341014862
36,12,191.67976999282837
37,1,161.77670001983643
38,9,139.53856420516968
39,4,185.40772485733032
40,2,183.00659108161926
41,9,153.8419201374054
42,14,180.32203197479248
43,7,145.19244599342346
44,27,164.86502814292908
45,3,104.4878602027893
46,3,178.75855088233948
47,1,166.31133008003235
48,2,187.80732917785645
49,3,173.88135695457458
50,2,186.49107694625854
