id,count,time
1,24,805.39035987854
2,480,819.5567548274994
3,6480,1236.2043488025665
4,24,827.1768538951874
5,32,728.146057844162
6,3750,958.08442902565
7,638,846.3928289413452
8,96,824.1600570678711
9,324,703.2173688411713
10,124,745.7142148017883
11,12,807.7294101715088
12,2400,969.5000479221344
13,10332,1095.6581490039825
14,16,806.4960050582886
15,348,787.5644149780273
16,38,819.5946769714355
17,960,820.7982668876648
18,3500,929.3093309402466
19,11856,1209.8811280727386
20,192,820.8594880104065
21,4928,976.5198211669922
22,38,822.4730620384216
23,13,767.1268579959869
24,84,782.686516046524
25,24,730.5905389785767
26,19908,1341.8406031131744
27,31320,1481.1039409637451
28,1014,864.7608201503754
29,11,775.1708369255066
30,4,690.4809861183167
31,120,756.4208462238312
32,32,755.3115429878235
33,224,801.5088140964508
34,3600,992.1521730422974
35,24,666.4984390735626
36,108,794.2268569469452
37,168,812.954293012619
38,2268,912.0149900913239
39,1632,867.8563930988312
40,4,643.0996508598328
41,96,741.8273329734802
42,80,786.3634810447693
43,108,676.564649105072
44,864,837.6016371250153
45,72,814.1822171211243
46,336,797.8698709011078
47,20,695.9532489776611
48,48,785.2708468437195
49,96,717.6397550106049
50,2520,878.1203951835632
