id,count,time
1,1,0.12571191787719727
2,1,0.14198899269104004
3,2,0.21227002143859863
4,1,0.20215702056884766
5,1,0.14165997505187988
6,1,0.1419219970703125
7,1,0.115631103515625
8,2,0.21910810470581055
9,2,0.16579914093017578
10,1,0.1420600414276123
11,1,0.20687603950500488
12,3,0.20847487449645996
13,1,0.15112709999084473
14,2,0.16989398002624512
15,1,0.14223408699035645
16,1,0.19828200340270996
17,3,0.16582298278808594
18,3,0.19345808029174805
19,6,0.2450711727142334
20,1,0.15102291107177734
21,44,0.2949638366699219
22,8,0.1759958267211914
23,1,0.14188504219055176
24,3,0.13844990730285645
25,4,0.14032816886901855
26,14,0.22394895553588867
27,1,0.18416094779968262
28,6,0.20208191871643066
29,2,0.15106415748596191
30,2,0.1999950408935547
31,6,0.2347700595855713
32,1,0.13767790794372559
33,1,0.13741588592529297
34,1,0.14216995239257812
35,5,0.1422410011291504
36,1,0.19028115272521973
37,2,0.1932690143585205
38,7,0.17507004737854004
39,1,0.19392895698547363
40,1,0.15090394020080566
41,2,0.20212316513061523
42,1,0.18567204475402832
43,1,0.15093684196472168
44,1,0.18382978439331055
45,1,0.19138789176940918
46,1,0.1419510841369629
47,3,0.1569051742553711
48,1,0.10711002349853516
49,1,0.12871289253234863
50,1,0.16233301162719727
