id,count,time
1,32,72.30093193054199
2,1,56.253998041152954
3,4,73.34437799453735
4,1,56.50930905342102
5,17,54.91990780830383
6,1,62.27205514907837
7,2,64.80870604515076
8,24,60.30131697654724
9,1,40.95017099380493
10,12,70.03063201904297
11,1,51.168968200683594
12,26,69.10776996612549
13,54,73.96852016448975
14,2,60.6323881149292
15,22,64.10791683197021
16,1,72.29520797729492
17,16,64.45509099960327
18,1,68.44730591773987
19,20,63.34123706817627
20,1,72.9218180179596
21,1,37.22653412818909
22,6,68.11420702934265
23,18,48.053609132766724
24,4,69.75621008872986
25,1,68.46068501472473
26,8,66.98652195930481
27,6,55.20670509338379
28,18,65.16197204589844
29,11,38.97199487686157
30,4,61.305638790130615
31,1,57.0813729763031
32,3,59.70412802696228
33,1,39.36593294143677
34,2,63.32094407081604
35,16,71.3148250579834
36,76,73.56274509429932
37,513,83.76556396484375
38,1,34.84281802177429
39,2,57.70745897293091
40,3,67.00784516334534
41,1,64.45380902290344
42,2,68.77395796775818
43,1,63.30820107460022
44,2,60.97748899459839
45,2,57.38631296157837
46,2,59.69876503944397
47,44,74.94134998321533
48,1,57.0966100692749
49,2,59.96242690086365
50,9,57.72218108177185
