id,count,time
1,1,18.511977910995483
2,1,21.55677580833435
3,1,17.280882120132446
4,1,15.544576168060303
5,1,20.255606174468994
6,1,25.15705704689026
7,2,20.530346870422363
8,1,6.843207120895386
9,1,16.755455017089844
10,1,23.011240005493164
11,1,18.75253915786743
12,1,26.569833040237427
13,2,25.829758882522583
14,5,19.013434886932373
15,9,26.02533507347107
16,1,11.18266487121582
17,3,18.248471975326538
18,1,24.652026891708374
19,5,21.32450795173645
20,8,23.956326961517334
21,1,23.33052110671997
22,3,18.323260068893433
23,2,9.720019817352295
24,1,22.528141975402832
25,1,19.00222682952881
26,6,26.699149131774902
27,1,18.32564115524292
28,1,23.979609966278076
29,3,20.50413990020752
30,1,24.331587076187134
31,3,26.510016202926636
32,3,24.629618167877197
33,2,25.792587995529175
34,1,22.754254817962646
35,2,20.189430952072144
36,3,24.608301877975464
37,1,20.54537582397461
38,1,15.084692001342773
39,1,23.960906982421875
40,1,15.090450048446655
41,1,25.161866903305054
42,4,24.56233811378479
43,8,26.28712511062622
44,1,25.815391063690186
45,1,25.39599609375
46,4,24.88878607749939
47,13,26.604167938232422
48,3,22.777482986450195
49,1,22.78329300880432
50,4,24.898425817489624
