id,count,time
1,24,122.78348398208618
2,6,87.59658312797546
3,6,109.16955780982971
4,118,128.98702907562256
5,1,94.96040606498718
6,2,74.61111998558044
7,2,89.49208188056946
8,6,108.72630405426025
9,2,109.60147380828857
10,2,118.05064296722412
11,77,127.28108310699463
12,8,120.68179082870483
13,1,89.48373699188232
14,3,88.09480309486389
15,5,95.43323421478271
16,1,115.79668402671814
17,1,103.16054892539978
18,6,104.996346950531
19,56,104.52861905097961
20,24,102.66972708702087
21,36,114.9420599937439
22,4,99.50455594062805
23,2,81.61618900299072
24,3,82.33114385604858
25,2,112.5094530582428
26,42,127.74917721748352
27,1,109.60383915901184
28,75,127.65779399871826
29,18,114.15141177177429
30,18,105.87153911590576
31,72,125.39273691177368
32,1,104.9840760231018
33,3,107.90217590332031
34,3,102.21510696411133
35,1,87.58580303192139
36,1,111.2673089504242
37,2,111.28613305091858
38,2,78.38246893882751
39,10,112.53210616111755
40,6,112.11202597618103
41,1,99.00931000709534
42,144,126.84495282173157
43,11,101.27800488471985
44,1,115.75043201446533
45,2,118.42934584617615
46,2,120.97806406021118
47,1,124.98281502723694
48,236,128.14024806022644
49,28,119.8349461555481
50,5,72.15014219284058
