id,r,sc,tc,nv,ne,has_code
1,59.5,31.0,45.278994656460334,3545,6911,true
2,60.0,31.0,45.27779836933043,3546,6915,true
3,60.5,31.0,45.27876498219979,3543,6907,true
4,57.0,31.0,45.241362596139965,3546,6915,true
5,57.0,31.0,45.64505292959373,3548,6919,true
