id,r,sc,tc,nv,ne,has_code
1,40.0,31.0,45.64609600568653,3556,6940,true
2,46.0,31.0,46.42948806754429,3548,6922,true
3,37.5,31.0,45.07113125452005,3553,6932,true
4,66.5,31.0,45.16306137193993,3541,6906,true
