name,sc,tc,rwc
1,32.0,44.65845711919535,35.160705541731204
2,37.0,52.21982172366117,39.72137483304592
3,33.0,43.39335200059723,36.97137233464453
4,37.0,49.85250630637461,39.13119449737155
5,35.0,48.189121223962516,38.711208830155336
6,33.0,47.326236169223996,37.72699146782818
7,34.0,50.83565771009991,38.13844114444967
8,33.0,48.0446895491689,37.671915383683455
9,39.0,56.106617963531015,42.69759137385565
10,36.0,49.013752156121825,40.367053663404
