name,sc,tc,rwc
1,22.0,30.704004878804692,25.847193509590277
2,17.0,24.243244019011456,21.725213544660257
3,20.0,29.101930300617862,24.73594181383878
4,21.0,31.560413442848507,26.35417842822574
5,19.0,25.986873740652264,23.917268540427216
6,23.0,32.57217360916958,26.99534760987838
7,17.0,23.532667443857743,20.900929439968195
8,24.0,35.80609526110599,27.77076717252963
9,22.0,32.03586560559408,27.198201173740497
10,23.0,34.30313102669037,27.666365662984752
