name,sc,tc,rwc
1,50.0,71.33415466018968,54.49742974722617
2,43.0,60.93445589520618,46.28314181536084
3,49.0,68.19483422376581,53.18699472755298
4,45.0,65.02905950004362,48.60951905514756
5,48.0,70.19056523514229,52.552893138650155
6,52.0,72.24929711829057,56.40539517936087
7,46.0,62.51366529287608,50.179168161423576
8,50.0,72.04798066394609,52.77884723635344
9,49.0,71.00760935255781,53.08513207361408
10,45.0,66.07187967151417,48.678438803269614
