name,sc,tc,rwc
1,28.0,39.24539546067093,31.550956972770642
2,27.0,37.833702587317646,31.19177937930751
3,26.0,35.97278220280361,29.890872498367425
4,27.0,38.72053650924924,31.219745590930067
5,24.0,35.616729363659076,28.385726432822825
6,26.0,36.85625573794607,29.62126636083067
7,24.0,34.54014730305144,27.58369684850191
8,27.0,37.03970347239692,30.028346685866477
9,24.0,33.40743739552702,27.78678159400778
10,26.0,36.66441123084349,28.884341543806315
