name,total_tc,num_branch
1,40.58256614027323,1
2,42.49629298973447,1
3,34.52564323011258,1
4,41.85239401169344,1
5,38.847562988900094,1
6,30.96190174232601,1
7,30.205759422153843,1
8,45.10520136469767,1
9,34.51417722968978,1
10,46.38149789473082,1
