name,sc,tc,rwc
1,49.0,71.35989391846296,52.858414511249165
2,55.0,75.42288542328242,58.5107178614018
3,46.0,67.35851150256507,49.96488680030725
4,53.0,75.1727293490501,57.43729972946622
5,51.0,69.2863583647342,52.77798706241486
6,50.0,71.10254128105626,53.25925879900684
7,50.0,66.71850960203253,53.46580676271632
8,49.0,67.60241376720597,52.778809362043496
9,47.0,67.41164050950185,50.999006904559984
10,52.0,75.05648168294533,54.64438687895862
