name,target,total_tc,num_branch
4,32,48.30423223835032,3
4,30,47.85762927742431,18
4,28,47.61834516492318,105
4,26,47.606708810131344,696
4,24,48.65191215323768,7629
4,22,48.80558345805026,50454
