name,sc,tc,rwc
1,31.0,44.69396127111886,34.525333539279075
2,34.0,50.90903636675852,38.34476091497997
3,33.0,44.77346785080476,35.771229267549344
4,36.0,51.91200253936681,40.285959603705635
5,35.0,52.36764574723853,38.145983233919225
6,31.0,45.229176618373614,35.00153442560413
7,32.0,45.76811316631999,36.63719543152284
8,31.0,45.19170432441398,35.17943206394241
9,34.0,50.0826168053454,38.484842875799195
10,33.0,47.953115125484835,36.12853722915228
