name,sc,tc,rwc
1,16.0,22.18403872806351,20.328794337723924
2,15.0,22.484666561843714,19.78900024080656
3,19.0,26.621209854056485,23.545283729866366
4,19.0,25.84303189015702,23.136374907488275
5,18.0,24.732285655908527,21.972552502149625
6,15.0,22.084446392076664,19.472970407289946
7,16.0,23.322915075204648,20.39878856673706
8,16.0,23.13914036998534,20.86828527143738
9,12.0,17.787596525441362,16.578770698567862
10,18.0,23.656006677260795,21.814788581317544
