name,sc,tc,rwc
1,36.0,51.688483462714764,40.49645022024402
2,40.0,54.79376419474987,43.9557101569845
3,41.0,54.08158750381337,43.64557481281637
4,39.0,55.08376604772825,43.64026299800792
5,40.0,59.359109470742695,43.923692848012976
6,38.0,52.77590696051626,40.081488516187235
7,33.0,47.198860004644025,36.48199269331977
8,41.0,57.38985017642359,45.68325065241232
9,35.0,49.20955227197537,39.544002815082244
10,40.0,57.70339073428213,43.19937521028547
