name,total_tc,num_branch
1,30.704004878804692,1
2,24.243244019011456,1
3,29.101930300617862,1
4,31.560413442848507,1
5,25.986873740652264,1
6,32.57217360916958,1
7,23.532667443857743,1
8,35.80609526110599,1
9,32.03586560559408,1
10,34.30313102669037,1
