name,iters,id,sc,tc,rwc
finetune,20,71,23.0,33.66205614823785,27.223354948121198
finetune,20,72,25.0,33.353257687724266,27.879026973127626
finetune,20,73,24.0,33.29754106360372,27.683814638352395
finetune,20,74,24.0,33.42695347379164,27.979208372206642
finetune,20,75,23.0,32.92209982149241,27.144364128598355
finetune,20,76,23.0,33.351759601766595,27.38129113216847
finetune,20,77,25.0,32.62508477202899,28.46120246471695
finetune,20,78,23.0,33.90454879322323,27.049012437783013
finetune,20,79,23.0,33.307045245364705,27.353769262091532
finetune,20,80,24.0,33.95819828859651,27.89695430925968
finetune,20,81,24.0,33.34202286345665,27.853553179772
finetune,20,82,24.0,33.08809649955612,27.958702727665795
finetune,20,83,24.0,34.069747140957986,27.831158498137462
finetune,20,84,23.0,33.49276148659397,27.259503884382852
finetune,20,85,23.0,33.23737311362172,27.174457366176032
finetune,20,86,23.0,33.34887107396677,27.487377816055968
finetune,20,87,23.0,33.45282789476119,27.285952484850593
finetune,20,88,24.0,33.25904274185306,27.806186508722362
finetune,20,89,23.0,33.59903856881775,27.543326136003405
finetune,20,90,24.0,33.811625611698716,27.957153238193428
finetune,20,91,24.0,33.54477522035684,27.377354812738314
finetune,20,92,24.0,33.387433934466536,27.891917928889963
finetune,20,93,23.0,33.34513448096041,27.25797507201904
finetune,20,94,23.0,33.48678642527883,27.17061401913687
finetune,20,95,23.0,33.35605733925187,27.869752690209847
finetune,20,96,23.0,33.52632285763963,27.248309834523827
finetune,20,97,24.0,33.335004121546305,27.447913888927875
finetune,20,98,24.0,33.54849466046151,27.51940304239076
finetune,20,99,24.0,33.254035009949966,27.798191855327623
finetune,20,100,24.0,33.90619238905407,27.87614774112803
finetune,30,1,24.0,33.51803660694332,27.287437225098227
finetune,30,2,24.0,33.63741669149462,27.226595595603346
finetune,30,3,24.0,33.35716830670842,27.967001545745266
finetune,30,4,23.0,33.46454342826201,27.242461474715842
finetune,30,5,23.0,33.44200484555805,27.179821667991785
finetune,30,6,24.0,33.35656898110782,27.58982383934857
finetune,30,7,23.0,32.76738293328784,26.540205313896287
finetune,30,8,23.0,33.30192620117577,27.15700133353789
finetune,30,9,23.0,33.30882168218094,27.16667418501072
finetune,30,10,23.0,33.33184024983401,26.87405758682589
finetune,30,11,24.0,34.05450489627254,27.852728720947752
finetune,30,12,23.0,33.67049210882436,27.13266734820141
finetune,30,13,23.0,33.35158518203417,27.020686367260854
finetune,30,14,24.0,33.298796079149845,27.450389819171463
finetune,30,15,25.0,33.013248905875834,27.789735827987293
finetune,30,16,23.0,33.297121153260825,27.493851991455116
finetune,30,17,23.0,33.32229433194173,26.81579745457133
finetune,30,18,24.0,32.731070418597696,27.349028373046927
finetune,30,19,24.0,33.51997068682709,27.91912421226555
finetune,30,20,23.0,33.019349846712565,27.193271427727616
finetune,30,21,23.0,33.356301129222544,27.240390434654106
finetune,30,22,23.0,33.33877698345434,26.824041819225418
finetune,30,23,24.0,33.36497182325515,27.880773156225146
finetune,30,24,23.0,33.40574727113608,27.328529579420756
finetune,30,25,24.0,33.55937820858443,27.41873964037403
finetune,30,26,24.0,33.361656052311346,27.41187553506851
finetune,30,27,23.0,32.843997057384364,27.339118224361563
finetune,30,28,23.0,33.47100772638131,27.066201257187696
finetune,30,29,23.0,33.352288912182175,27.095793568456966
finetune,30,30,23.0,32.929274512826105,26.64452705504079
finetune,30,31,23.0,33.6397079952727,27.301457112145297
finetune,30,32,23.0,33.29924475423275,27.517682504742826
finetune,30,33,23.0,32.82669114818002,27.32049665271197
finetune,30,34,24.0,33.36437906862568,27.61784740167791
finetune,30,35,24.0,33.317834413949335,27.69778596129899
finetune,30,36,23.0,33.38667607659584,27.199039150634867
finetune,30,37,23.0,33.352724461331036,27.317493446581025
finetune,30,38,23.0,33.325828727650574,26.971407989622993
finetune,30,39,23.0,33.29003762671145,27.205415209673333
finetune,30,40,24.0,33.44523987267501,28.059318975575056
finetune,30,41,24.0,33.33500029563362,28.196709325987563
finetune,30,42,23.0,33.30917454598409,27.06752687515997
finetune,30,43,23.0,33.33412616270063,26.863550758418935
finetune,30,44,23.0,33.34148180256025,27.06837232901066
finetune,30,45,24.0,33.87142606637114,27.557656181508946
finetune,30,46,23.0,33.34152791264882,27.230937821627204
finetune,30,47,24.0,33.50171282849533,27.756879208172236
finetune,30,48,23.0,33.359786396337,27.11002765917168
finetune,30,49,23.0,33.36630008173295,27.420084759211715
finetune,30,50,24.0,33.51692044395222,27.343320562608994
finetune,30,51,24.0,33.80013679852307,27.484523234561017
finetune,30,52,24.0,33.33765526916487,27.330281851067724
finetune,30,53,23.0,33.349412180971925,27.116725671317287
finetune,30,54,24.0,33.47112566562152,27.414161672497226
finetune,30,55,24.0,33.21806974909035,26.92400840292505
finetune,30,56,24.0,34.03334411596047,27.462091230360855
finetune,30,57,23.0,33.23073558854106,26.867646315923018
finetune,30,58,23.0,33.191997688222436,26.853130899548287
finetune,30,59,24.0,33.20687474935982,27.80781622247167
finetune,30,60,23.0,33.357037578609386,27.076955449111693
finetune,30,61,24.0,33.31029968076087,27.620343000910612
finetune,30,62,24.0,33.26688323581659,27.63598717944692
finetune,30,63,24.0,33.1578196695345,27.75386795369413
finetune,30,64,24.0,33.25744878312066,27.532064521716045
finetune,30,65,24.0,33.52158025490305,27.00338754990381
finetune,30,66,24.0,33.26215834338472,26.972686447279454
finetune,30,67,23.0,33.51645919625943,27.479294669029287
finetune,30,68,23.0,33.38872133524964,27.35357127724497
finetune,30,69,24.0,33.84028703480072,27.548951244636175
finetune,30,70,24.0,32.997553121232286,27.77849239180519
finetune,30,71,24.0,33.333493837249776,27.376095134506034
finetune,30,72,23.0,33.386429983142726,27.29315667708703
finetune,30,73,23.0,33.35078028321354,27.18482733353664
finetune,30,74,24.0,33.98316568184401,27.648308170172875
finetune,30,75,25.0,32.95931765218381,28.133886465448136
finetune,30,76,24.0,33.24158787657828,27.142974051977347
finetune,30,77,23.0,32.79415195846414,27.16435359013936
finetune,30,78,24.0,32.73499404705033,26.86578247659006
finetune,30,79,23.0,33.71414104322686,27.489939648437506
finetune,30,80,23.0,33.34756033864627,27.071481378981357
finetune,30,81,24.0,33.42450345131953,27.313617071658225
finetune,30,82,23.0,33.34442343111947,27.080524011184906
finetune,30,83,23.0,33.42656136853388,27.17698127745643
finetune,30,84,24.0,33.09938172648832,27.63426053836545
finetune,30,85,24.0,33.498795504395225,27.457525378362238
finetune,30,86,23.0,33.33701742382033,27.40721105090108
finetune,30,87,24.0,33.829627371712235,27.609460936492834
finetune,30,88,23.0,33.43933531475449,27.18665005745429
finetune,30,89,23.0,33.40648026520958,27.0186319302985
finetune,30,90,23.0,33.42044982726934,27.10271224341866
finetune,30,91,24.0,33.36723790813351,27.598400723222852
finetune,30,92,23.0,32.85431408777205,27.2830057283154
finetune,30,93,23.0,33.35155508585696,26.85083945938726
finetune,30,94,23.0,33.59715506505076,27.011057865232676
finetune,30,95,24.0,33.594445778078686,27.347682145930328
finetune,30,96,23.0,33.34457692639042,26.930133670594053
finetune,30,97,24.0,33.90480584575972,27.23215046904397
finetune,30,98,23.0,33.30869500414073,27.21209849597535
finetune,30,99,23.0,33.258326134228376,27.28002553335694
finetune,30,100,23.0,32.81858949367665,27.23543188660204
finetune,40,1,23.0,33.301448171775654,27.05895442172855
finetune,40,2,23.0,33.21149960519284,27.12063374470288
finetune,40,3,23.0,33.31373155388687,26.631056169174112
finetune,40,4,23.0,33.27985760032182,27.347885062110404
finetune,40,5,23.0,33.3516172382662,27.469208579080693
finetune,40,6,24.0,33.114307387121606,27.621094510126138
finetune,40,7,23.0,32.795646124257686,26.777525563897253
finetune,40,8,24.0,33.15539290326763,26.964080678480048
finetune,40,9,23.0,33.34580790039179,27.06578962205209
finetune,40,10,23.0,33.11855911025189,27.472221571990538
finetune,40,11,23.0,33.34208594540602,26.935401076922897
finetune,40,12,23.0,33.31247255767021,27.103841158709468
finetune,40,13,23.0,33.49353556779335,27.198320213239718
finetune,40,14,23.0,33.44060558123427,26.945569963568502
finetune,40,15,23.0,33.33213401320133,27.28800359245659
finetune,40,16,24.0,33.39300477220156,27.012576408226217
finetune,40,17,23.0,33.16663767519557,27.101738918265998
finetune,40,18,24.0,33.11611833179532,27.94363111022253
finetune,40,19,23.0,33.3372522915786,27.144972498085668
finetune,40,20,24.0,33.21630854930201,27.558874019333462
finetune,40,21,23.0,32.613836404107104,27.009804649693486
finetune,40,22,23.0,33.06268708550942,26.83250297111502
finetune,40,23,23.0,34.012984434014136,27.058062543024796
finetune,40,24,23.0,33.32565578021962,27.12869665316863
finetune,40,25,24.0,33.5489273951782,27.565811597591306
finetune,40,26,23.0,33.51844615225858,26.97572006599591
finetune,40,27,23.0,33.45005149095347,27.325821022438937
finetune,40,28,23.0,33.10752760541534,27.39031621299444
finetune,40,29,24.0,33.37556745328219,27.066104499399383
finetune,40,30,23.0,32.80467538207017,26.702928976222406
finetune,40,31,23.0,33.40312832818786,26.90849023632716
finetune,40,32,24.0,33.7546150824002,28.368665557241798
finetune,40,33,24.0,33.244538055644604,27.615012522886463
finetune,40,34,23.0,32.78069547347145,26.398629590823404
finetune,40,35,23.0,33.2959973741467,27.305756898543574
finetune,40,36,24.0,33.30781468915767,27.344973527619686
finetune,40,37,23.0,32.820210429189736,27.23639004738425
finetune,40,38,24.0,33.799446817710184,27.749154678239023
finetune,40,39,23.0,33.305313667972314,26.85300074637772
finetune,40,40,23.0,33.29953846322159,27.15680218425597
finetune,40,41,23.0,33.34233014190315,27.000186707332308
finetune,40,42,24.0,33.41570144346051,27.620447910230148
finetune,40,43,23.0,33.528611191422485,27.343864330961246
finetune,40,44,24.0,32.724889526122226,27.09006963353308
finetune,40,45,24.0,33.40057829808843,26.995866964066753
finetune,40,46,24.0,33.7649529150859,27.33192180401879
finetune,40,47,23.0,33.394767998462164,26.97032951176919
finetune,40,48,23.0,32.81108002814015,27.347255678926036
finetune,40,49,24.0,33.407072503611296,27.099797116517635
finetune,40,50,23.0,32.84161876070303,26.234689014734364
finetune,40,51,23.0,33.14978674763884,26.773814695473252
finetune,40,52,24.0,33.67052779810469,27.745136270763687
finetune,40,53,23.0,33.310408997618715,26.81220623657058
finetune,40,54,23.0,33.06377088836592,26.355387712773204
finetune,40,55,23.0,33.404447303806414,26.91968109703151
finetune,40,56,23.0,33.32865256325823,27.339409073910048
finetune,40,57,23.0,33.64653927673514,27.451670489848183
finetune,40,58,24.0,32.93821787246578,27.684156848659587
finetune,40,59,23.0,33.47661534032784,27.158025569261117
finetune,40,60,24.0,33.59163035944673,27.360572069873275
finetune,40,61,23.0,32.952192943187555,26.64005837255277
finetune,40,62,23.0,33.22857020948928,26.739867053106305
finetune,40,63,24.0,33.045244212642686,27.430020530375753
finetune,40,64,23.0,33.38755442760931,27.11324501204387
finetune,40,65,24.0,33.091981433349694,27.08862597651642
finetune,40,66,23.0,32.78451828769973,26.769960326325755
finetune,40,67,24.0,32.770934480222955,26.60257941939432
finetune,40,68,24.0,33.46064610439406,27.396281552320254
finetune,40,69,24.0,32.945631545148096,27.165062500864188
finetune,40,70,23.0,33.39144800994015,27.086288622402154
finetune,40,71,24.0,33.343944676856374,27.395631298430068
finetune,40,72,23.0,33.30138682377131,27.12176030665191
finetune,40,73,24.0,33.762903050864395,27.20921107285912
finetune,40,74,24.0,32.895445510443146,27.229203834357925
finetune,40,75,23.0,33.355930386507055,26.99482051737806
finetune,40,76,24.0,33.77876179001688,27.64146898844943
finetune,40,77,24.0,33.21441319253326,27.313417097241448
finetune,40,78,24.0,33.15623614629298,27.51888740258285
finetune,40,79,23.0,32.70946281458053,26.478224694821495
finetune,40,80,23.0,33.34074016280985,26.998929817337586
finetune,40,81,24.0,33.44353886019629,27.296151042672538
finetune,40,82,23.0,33.278872915669915,26.74924496768219
finetune,40,83,23.0,33.36804922040377,27.006056397901823
finetune,40,84,24.0,33.36543727847143,27.707366788168628
finetune,40,85,23.0,33.45221437725175,27.214596925365303
finetune,40,86,23.0,33.3441942549149,27.009125830867195
finetune,40,87,23.0,32.56626423330429,26.70213118099855
finetune,40,88,24.0,33.84098114194917,27.64721951462313
finetune,40,89,24.0,33.2914964553303,28.042184227778794
finetune,40,90,23.0,33.36533910925682,26.85604251639445
finetune,40,91,24.0,33.47662206284876,27.432517266089874
finetune,40,92,24.0,33.56086467122164,27.321380355165918
finetune,40,93,23.0,33.47920958331307,27.29107606156327
finetune,40,94,24.0,33.161937676158686,27.91578213094152
finetune,40,95,23.0,33.32602390601025,27.17426987133059
finetune,40,96,23.0,33.35822541879008,27.03807815065715
finetune,40,97,23.0,32.96759085343694,27.22260628126669
finetune,40,98,23.0,33.31511860045709,26.76943819910163
finetune,40,99,23.0,32.85733293646369,27.379459040689298
finetune,40,100,23.0,33.34859864310803,26.920105332512087
finetune,50,1,24.0,33.368966857666294,27.472355736973967
finetune,50,2,23.0,33.455385739032074,27.028162326787243
finetune,50,3,24.0,33.52476256285173,27.31882662507548
finetune,50,4,24.0,33.401016758656446,27.3545904879274
finetune,50,5,23.0,32.94613222541694,26.91816757742511
finetune,50,6,23.0,33.341615898784205,26.83096400791405
finetune,50,7,24.0,33.101723816602416,27.774440445439378
finetune,50,8,23.0,33.2790823803034,26.968989922361963
finetune,50,9,23.0,33.29220782215394,27.29305322988619
finetune,50,10,23.0,33.37352480355803,27.16453482089345
finetune,50,11,24.0,33.42389201050068,27.155900114939808
finetune,50,12,23.0,32.892811034348526,27.040501888570272
finetune,50,13,23.0,33.25164717582795,26.89531450241918
finetune,50,14,24.0,32.711843410616495,26.553415013481203
finetune,50,15,24.0,32.8951214559547,27.553205792397467
finetune,50,16,23.0,33.10899759412338,26.941415310522355
finetune,50,17,24.0,33.41314955512694,27.344575718248713
finetune,50,18,23.0,33.355536801841346,27.334703086785527
finetune,50,19,24.0,34.03316714825851,27.6569385016989
finetune,50,20,24.0,33.22050318457998,27.34340881013871
finetune,50,21,23.0,33.290551109492036,27.089719622196945
finetune,50,22,24.0,32.86199069569378,26.66185814689307
finetune,50,23,24.0,33.43539917268152,27.186010487609074
finetune,50,24,23.0,33.402837387614056,27.25867833573428
finetune,50,25,23.0,32.806578495193065,26.59487884314397
finetune,50,26,24.0,32.971245799331705,27.36833239727964
finetune,50,27,23.0,33.355074578276415,26.836577565802596
finetune,50,28,23.0,32.92263152536761,26.696736694618767
finetune,50,29,23.0,32.96383290758535,26.801333533344234
finetune,50,30,23.0,32.59608206387726,27.199922364886046
finetune,50,31,23.0,33.278702910965734,26.899102543379897
finetune,50,32,23.0,33.29312541841596,27.34123969206167
finetune,50,33,24.0,33.38124027199879,27.58311912422206
finetune,50,34,24.0,33.207588437375115,27.321507596225047
finetune,50,35,23.0,32.5118412909027,26.476417473730763
finetune,50,36,23.0,33.46545012452629,27.428376810744165
finetune,50,37,23.0,33.39225965566975,27.40821714860866
finetune,50,38,24.0,33.26320802111026,27.347070589516594
finetune,50,39,23.0,32.900264305038476,27.012920927259387
finetune,50,40,24.0,33.79563351573202,27.48002778219362
finetune,50,41,23.0,33.34013867740276,26.967480406533422
finetune,50,42,24.0,33.42661450276859,27.155838366880435
finetune,50,43,24.0,33.12888809595191,27.626255760901277
finetune,50,44,23.0,33.283326428314275,26.930320673393453
finetune,50,45,24.0,33.05206364570006,27.705256199286083
finetune,50,46,25.0,33.2167554177976,27.937328888257536
finetune,50,47,23.0,33.03369722445746,26.93305804779197
finetune,50,48,23.0,32.811430962992155,26.90130852420523
finetune,50,49,24.0,33.43308335571008,27.560789270927717
finetune,50,50,23.0,33.306396664318285,27.205300352926375
finetune,50,51,24.0,33.391021785958955,27.843878957406506
finetune,50,52,23.0,33.316751707487114,27.133756379792093
finetune,50,53,23.0,33.19562668965074,26.924863449204768
finetune,50,54,23.0,33.30482329187935,26.98460110945174
finetune,50,55,23.0,32.7760174825216,26.777145969672603
finetune,50,56,23.0,33.29715703002489,26.8703106601606
finetune,50,57,24.0,33.56341617477602,27.24701012887112
finetune,50,58,23.0,32.73434494306292,27.10831573948807
finetune,50,59,23.0,33.456481043375724,26.92037515299756
finetune,50,60,23.0,32.905577130698056,26.9494681576769
finetune,50,61,23.0,33.10534314514521,27.04352209144322
finetune,50,62,23.0,32.66200080660716,26.97050716377633
finetune,50,63,25.0,33.21409606840814,28.06169619666022
finetune,50,64,24.0,33.20165639650429,27.239997917537913
finetune,50,65,24.0,33.30862414431689,27.464638156951263
finetune,50,66,24.0,33.31073506697515,27.258172958011148
finetune,50,67,24.0,33.431508909738014,27.45311557927077
finetune,50,68,23.0,33.33660981566915,26.764208937682913
finetune,50,69,24.0,32.68852068179958,27.442476030581652
finetune,50,70,24.0,33.11313600166407,27.259588108479996
finetune,50,71,23.0,32.78042049320878,26.867719548963926
finetune,50,72,23.0,33.26020791403605,26.74340227030228
finetune,50,73,23.0,32.565671940596374,26.364481806280622
finetune,50,74,24.0,33.635538066501255,27.339921027847854
finetune,50,75,23.0,32.880138617089976,27.733134433044103
finetune,50,76,24.0,33.47557298083046,27.418930618181527
finetune,50,77,23.0,33.32144938748902,27.383602615219587
finetune,50,78,23.0,33.32764433482195,27.198155770128736
finetune,50,79,23.0,33.25366101472772,27.166897023853288
finetune,50,80,23.0,32.94724122397067,26.97865620906531
finetune,50,81,23.0,33.40166066783918,26.896113808770178
finetune,50,82,23.0,33.315473288808064,27.1332722407394
finetune,50,83,24.0,33.46995619807558,27.518111720698364
finetune,50,84,24.0,33.50926222679337,27.418631693603277
finetune,50,85,23.0,33.313034651420416,27.016611542055735
finetune,50,86,24.0,33.490978958808924,27.32664229700959
finetune,50,87,24.0,32.77031674389529,26.787317369753833
finetune,50,88,24.0,33.21786433642228,27.062889570763698
finetune,50,89,23.0,33.35863090208185,27.137870251636325
finetune,50,90,24.0,33.347993072728976,27.22687006369693
finetune,50,91,24.0,33.33314241422424,27.21885515020035
finetune,50,92,24.0,33.78923399228598,27.618119596953324
finetune,50,93,23.0,33.342106814086904,26.785230779228883
finetune,50,94,24.0,33.234578780813074,27.786234393952533
finetune,50,95,23.0,33.829353647694695,27.138957824314947
finetune,50,96,24.0,33.8519572668538,27.134026560023067
finetune,50,97,25.0,33.40319225038937,27.626437475357875
finetune,50,98,24.0,32.90496952389561,27.810702259035168
