id,r,sc,tc,nv,ne,has_code
1,56.0,31.0,45.10721236719127,3542,6912,true
2,55.0,31.0,45.146615109418896,3542,6912,true
3,56.0,31.0,45.629183578869544,3544,6916,true
4,48.5,31.0,44.68689486570327,3547,6922,true
5,54.0,31.0,45.38557359625831,3546,6922,true
6,58.5,31.0,45.6230662865563,3539,6899,true
