name,sc,tc,rwc
1,46.0,66.03397914237736,48.1381308786394
2,37.0,51.696374610487844,41.38482205689579
3,41.0,60.25122092326308,46.34706838759306
4,33.0,49.6371471606993,36.977233278263476
5,45.0,66.01238289473979,49.87241987639291
6,30.0,44.61409871611639,34.376168646405404
7,38.0,54.259542434503,42.36993467098924
8,37.0,52.49405923392165,41.18055592357492
9,38.0,53.51570282957175,42.1628236821147
10,42.0,57.20014812803207,43.6298076481918
