name,sc,tc,rwc
1,0.0,0.0,0.0
2,4.0,7.285402218862249,8.113742166049189
3,12.0,18.40607210550251,16.673074386620666
4,0.0,0.0,0.0
5,16.0,22.245998280472705,20.256861718161428
6,10.0,15.951011451391784,15.095603060273218
7,11.0,16.8342735152347,15.752145405357567
8,0.0,0.0,0.0
9,5.0,10.771489469500597,11.42259043389256
10,13.0,18.38253959672612,16.373222017691287
