name,sc,tc,rwc
1,29.0,40.58256614027323,32.23006976796386
2,29.0,42.49629298973447,32.81967614192752
3,24.0,34.52564323011258,28.342568591811403
4,29.0,41.85239401169344,32.63460094194817
5,27.0,38.847562988900094,31.202772073785813
6,22.0,30.96190174232601,26.75489383365901
7,21.0,30.205759422153843,25.797834484428087
8,31.0,45.10520136469767,34.70369630177886
9,24.0,34.51417722968978,27.539944428430996
10,32.0,46.38149789473082,35.23217699416184
