name,sc,tc,rwc
1,62.0,87.39458807907874,66.81791823824044
2,68.0,97.00369391713531,70.33045304512142
3,66.0,95.02687506670229,68.45051414271668
4,63.0,92.04509496746364,67.34732077246682
5,71.0,101.17493579947353,74.42336113895256
6,63.0,86.6175037799691,65.38537155877378
7,71.0,98.09313319190669,73.7031453004248
8,66.0,93.00042407607963,68.16510929619436
9,68.0,93.46079357138703,70.03355753180487
10,69.0,101.0065456849911,72.89382668998996
